3;USA;Arkansas;Desha;Bowie Township;;W91.4080071;N33.6126213;12;
3;USA;Arkansas;Desha;Clayton Township;;W91.3665669;N33.6927747;12;
3;USA;Arkansas;Desha;Franklin Township;;W91.1562601;N33.7375092;12;
3;USA;Arkansas;Desha;Halley Township;;W91.3173549;N33.5792473;12;
3;USA;Arkansas;Desha;Jefferson Township;;W91.3954077;N33.8034187;12;
3;USA;Arkansas;Desha;Mississippi Township;;W91.0450871;N34.047714;12;
3;USA;Arkansas;Desha;Randolph Township;;W91.5082067;N33.914053;12;
3;USA;Arkansas;Desha;Red Fork Township;;W91.2558524;N33.8928137;12;
3;USA;Arkansas;Desha;Richland Township;;W91.2780867;N33.7787965;12;
3;USA;Arkansas;Desha;Silver Lake Township;;W91.4326969;N33.9404805;12;
3;USA;Arkansas;Desha;Walnut Lake Township;;W91.5032616;N33.825085;12;
3;USA;Arkansas;Drew;Bartholomew Township;;W91.4984659;N33.4988919;12;
3;USA;Arkansas;Drew;Bearhouse Township;;W91.6932971;N33.4553793;12;
3;USA;Arkansas;Drew;Clear Creek Township;;W91.8978114;N33.743898;12;
3;USA;Arkansas;Drew;Collins Township;;W91.5799763;N33.4822726;12;
3;USA;Arkansas;Drew;Cominto Township;;W91.6513379;N33.5599931;12;
3;USA;Arkansas;Drew;Crook Township;;W91.9458956;N33.4698662;12;
3;USA;Arkansas;Drew;Franklin Township;;W91.5387686;N33.6621314;12;
3;USA;Arkansas;Drew;Live Oak Township;;W91.5777804;N33.7439422;12;
3;USA;Arkansas;Drew;Marion Township;;W91.7746539;N33.6213607;12;
3;USA;Arkansas;Drew;Saline Township;;W91.924602;N33.6203476;12;
3;USA;Arkansas;Drew;Spring Hill Township;;W91.7408084;N33.7404014;12;
3;USA;Arkansas;Drew;Veasey Township;;W91.8207177;N33.4681797;12;
3;USA;Arkansas;Faulkner;Benedict Township;;W92.534267;N34.9925977;12;
3;USA;Arkansas;Faulkner;Benton Township;;W92.2282729;N35.3204283;12;
3;USA;Arkansas;Faulkner;Bristol Township;;W92.1424306;N35.1587764;12;
3;USA;Arkansas;Faulkner;Cadron Township;;W92.4341096;N35.0889331;12;
3;USA;Arkansas;Faulkner;California Township;;W92.3269116;N35.3178962;12;
3;USA;Arkansas;Faulkner;Clifton Township;;W92.4665933;N35.1934639;12;
3;USA;Arkansas;Faulkner;Cypress Township;;W92.1704087;N35.0619627;12;
3;USA;Arkansas;Faulkner;Danley Township;;W92.3961391;N34.9575406;12;
3;USA;Arkansas;Faulkner;Eagle Township;;W92.2814439;N35.1059849;12;
3;USA;Arkansas;Faulkner;East Fork Township;;W92.3789242;N35.1765596;12;
